Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_1136_,1.25,5.497e-07,0.000e+00,7.114e-08,6.208e-07
_0876_,1.25,5.493e-07,0.000e+00,6.965e-08,6.189e-07
_0839_,1.25,5.376e-07,0.000e+00,7.998e-08,6.175e-07
_0958_,1.25,5.165e-07,0.000e+00,9.550e-08,6.120e-07
_1265_,1.25,5.367e-07,0.000e+00,7.060e-08,6.073e-07
_0861_,1.25,5.231e-07,0.000e+00,8.395e-08,6.071e-07
_0927_,1.25,5.491e-07,0.000e+00,5.758e-08,6.067e-07
_1188_,1.25,5.478e-07,0.000e+00,5.758e-08,6.054e-07
_1130_,1.25,5.286e-07,0.000e+00,7.599e-08,6.046e-07
_1069_,1.25,5.457e-07,0.000e+00,5.758e-08,6.033e-07
_0858_,1.25,5.210e-07,0.000e+00,7.998e-08,6.010e-07
_0794_,1.25,5.401e-07,0.000e+00,5.758e-08,5.976e-07
_1125_,1.25,5.270e-07,0.000e+00,7.059e-08,5.976e-07
_1122_,1.25,5.258e-07,0.000e+00,7.114e-08,5.969e-07
_1160_,1.25,5.256e-07,0.000e+00,7.114e-08,5.968e-07
_1116_,1.25,5.255e-07,0.000e+00,7.114e-08,5.966e-07
_1107_,1.25,5.262e-07,0.000e+00,6.833e-08,5.945e-07
_1260_,1.25,5.180e-07,0.000e+00,7.462e-08,5.926e-07
_1169_,1.25,5.242e-07,0.000e+00,6.833e-08,5.925e-07
_1105_,1.25,5.229e-07,0.000e+00,6.833e-08,5.912e-07
_1093_,1.25,5.207e-07,0.000e+00,6.833e-08,5.890e-07
_1149_,1.25,5.205e-07,0.000e+00,6.833e-08,5.888e-07
_1081_,1.25,5.193e-07,0.000e+00,6.833e-08,5.876e-07
_1389_,1.25,4.682e-07,0.000e+00,1.151e-07,5.833e-07
_1383_,1.25,4.712e-07,0.000e+00,1.112e-07,5.825e-07
_1374_,1.25,4.709e-07,0.000e+00,1.112e-07,5.822e-07
_1406_,1.25,4.707e-07,0.000e+00,1.112e-07,5.819e-07
_1047_,1.25,5.080e-07,0.000e+00,7.060e-08,5.786e-07
_1357_,1.25,4.629e-07,0.000e+00,1.151e-07,5.780e-07
_0952_,1.25,4.855e-07,0.000e+00,9.157e-08,5.770e-07
_0924_,1.25,4.744e-07,0.000e+00,1.024e-07,5.768e-07
_1470_,1.25,4.601e-07,0.000e+00,1.151e-07,5.753e-07
_1407_,1.25,4.567e-07,0.000e+00,1.112e-07,5.679e-07
_1333_,1.25,4.443e-07,0.000e+00,1.151e-07,5.594e-07
_1510_,1.25,4.395e-07,0.000e+00,1.151e-07,5.546e-07
_0847_,1.25,4.848e-07,0.000e+00,6.444e-08,5.492e-07
_0817_,1.25,4.823e-07,0.000e+00,6.444e-08,5.467e-07
_1172_,1.25,4.608e-07,0.000e+00,7.018e-08,5.309e-07
_1059_,1.25,1.683e-07,0.000e+00,3.598e-07,5.281e-07
_0950_,1.25,4.499e-07,0.000e+00,7.018e-08,5.201e-07
_0948_,1.25,4.499e-07,0.000e+00,7.018e-08,5.201e-07
_0850_,1.25,4.508e-07,0.000e+00,6.630e-08,5.170e-07
_1385_,1.25,4.544e-07,0.000e+00,5.912e-08,5.135e-07
_1257_,1.25,4.415e-07,0.000e+00,7.018e-08,5.117e-07
_0830_,1.25,4.339e-07,0.000e+00,6.677e-08,5.006e-07
_1522_,1.25,4.390e-07,0.000e+00,5.912e-08,4.982e-07
_1525_,1.25,4.387e-07,0.000e+00,5.912e-08,4.978e-07
_1517_,1.25,4.387e-07,0.000e+00,5.912e-08,4.978e-07
_1515_,1.25,4.370e-07,0.000e+00,5.912e-08,4.962e-07
_1352_,1.25,4.271e-07,0.000e+00,6.818e-08,4.953e-07
_1520_,1.25,4.346e-07,0.000e+00,5.912e-08,4.938e-07
_1513_,1.25,4.345e-07,0.000e+00,5.912e-08,4.937e-07
_0845_,1.25,4.212e-07,0.000e+00,6.630e-08,4.875e-07
_1110_,1.25,4.201e-07,0.000e+00,6.453e-08,4.846e-07
_1113_,1.25,4.194e-07,0.000e+00,6.454e-08,4.840e-07
_1324_,1.25,4.238e-07,0.000e+00,5.912e-08,4.829e-07
_1466_,1.25,4.150e-07,0.000e+00,5.912e-08,4.741e-07
_1328_,1.25,4.143e-07,0.000e+00,5.912e-08,4.734e-07
_1428_,1.25,4.032e-07,0.000e+00,6.818e-08,4.714e-07
_1434_,1.25,4.121e-07,0.000e+00,5.912e-08,4.712e-07
_1178_,1.25,4.092e-07,0.000e+00,6.204e-08,4.712e-07
_1514_,1.25,4.120e-07,0.000e+00,5.912e-08,4.711e-07
_0840_,1.25,3.792e-07,0.000e+00,8.967e-08,4.689e-07
_1326_,1.25,4.094e-07,0.000e+00,5.912e-08,4.685e-07
_0797_,1.25,3.999e-07,0.000e+00,6.818e-08,4.681e-07
_1523_,1.25,4.084e-07,0.000e+00,5.912e-08,4.675e-07
_1501_,1.25,4.079e-07,0.000e+00,5.912e-08,4.670e-07
_1295_,1.25,4.093e-07,0.000e+00,5.654e-08,4.659e-07
_1422_,1.25,3.960e-07,0.000e+00,6.818e-08,4.641e-07
_1302_,1.25,3.937e-07,0.000e+00,6.818e-08,4.619e-07
_1010_,1.25,3.862e-07,0.000e+00,7.410e-08,4.603e-07
_1318_,1.25,3.918e-07,0.000e+00,6.818e-08,4.600e-07
_1415_,1.25,4.008e-07,0.000e+00,5.912e-08,4.599e-07
_0918_,1.25,3.916e-07,0.000e+00,6.818e-08,4.597e-07
_1354_,1.25,4.001e-07,0.000e+00,5.912e-08,4.592e-07
_1509_,1.25,3.901e-07,0.000e+00,6.818e-08,4.583e-07
_1331_,1.25,3.988e-07,0.000e+00,5.912e-08,4.579e-07
_1472_,1.25,3.985e-07,0.000e+00,5.912e-08,4.576e-07
_1391_,1.25,3.958e-07,0.000e+00,5.912e-08,4.549e-07
_1526_,1.25,3.951e-07,0.000e+00,5.912e-08,4.543e-07
_1017_,1.25,3.849e-07,0.000e+00,6.818e-08,4.531e-07
_1413_,1.25,3.932e-07,0.000e+00,5.912e-08,4.523e-07
_0974_,1.25,3.839e-07,0.000e+00,6.818e-08,4.520e-07
_1382_,1.25,3.929e-07,0.000e+00,5.912e-08,4.520e-07
_1253_,1.25,3.825e-07,0.000e+00,6.818e-08,4.507e-07
_1392_,1.25,3.824e-07,0.000e+00,6.818e-08,4.506e-07
_1192_,1.25,3.607e-07,0.000e+00,8.967e-08,4.503e-07
_1449_,1.25,3.818e-07,0.000e+00,6.818e-08,4.500e-07
_0873_,1.25,3.897e-07,0.000e+00,5.912e-08,4.488e-07
_1473_,1.25,3.806e-07,0.000e+00,6.818e-08,4.488e-07
_0834_,1.25,3.803e-07,0.000e+00,6.818e-08,4.485e-07
_1151_,1.25,3.775e-07,0.000e+00,7.082e-08,4.483e-07
_0917_,1.25,3.790e-07,0.000e+00,6.818e-08,4.472e-07
_1495_,1.25,3.881e-07,0.000e+00,5.912e-08,4.472e-07
_0900_,1.25,3.669e-07,0.000e+00,7.969e-08,4.466e-07
_1255_,1.25,3.909e-07,0.000e+00,5.506e-08,4.460e-07
_1461_,1.25,3.866e-07,0.000e+00,5.912e-08,4.457e-07
_0864_,1.25,3.762e-07,0.000e+00,6.818e-08,4.444e-07
_1300_,1.25,3.954e-07,0.000e+00,4.810e-08,4.435e-07
_1399_,1.25,3.753e-07,0.000e+00,6.818e-08,4.435e-07
_1211_,1.25,3.727e-07,0.000e+00,7.013e-08,4.428e-07
_1498_,1.25,3.745e-07,0.000e+00,6.818e-08,4.427e-07
_1493_,1.25,3.832e-07,0.000e+00,5.912e-08,4.423e-07
_0820_,1.25,3.740e-07,0.000e+00,6.818e-08,4.422e-07
_1249_,1.25,3.719e-07,0.000e+00,7.014e-08,4.420e-07
_1512_,1.25,3.726e-07,0.000e+00,6.818e-08,4.407e-07
_0875_,1.25,3.569e-07,0.000e+00,8.376e-08,4.407e-07
_1233_,1.25,3.697e-07,0.000e+00,7.013e-08,4.399e-07
_1222_,1.25,3.696e-07,0.000e+00,7.013e-08,4.397e-07
_1313_,1.25,3.798e-07,0.000e+00,5.912e-08,4.390e-07
_1288_,1.25,3.706e-07,0.000e+00,6.818e-08,4.388e-07
_1290_,1.25,3.706e-07,0.000e+00,6.818e-08,4.388e-07
_1291_,1.25,3.706e-07,0.000e+00,6.818e-08,4.388e-07
_1292_,1.25,3.706e-07,0.000e+00,6.818e-08,4.388e-07
_1294_,1.25,3.706e-07,0.000e+00,6.818e-08,4.388e-07
_1203_,1.25,3.686e-07,0.000e+00,7.013e-08,4.388e-07
_0809_,1.25,3.703e-07,0.000e+00,6.818e-08,4.385e-07
_0964_,1.25,3.703e-07,0.000e+00,6.818e-08,4.385e-07
_1269_,1.25,3.701e-07,0.000e+00,6.818e-08,4.383e-07
_1421_,1.25,3.782e-07,0.000e+00,5.912e-08,4.373e-07
_1439_,1.25,3.780e-07,0.000e+00,5.912e-08,4.371e-07
_0943_,1.25,3.688e-07,0.000e+00,6.818e-08,4.369e-07
_1370_,1.25,3.681e-07,0.000e+00,6.818e-08,4.363e-07
_1436_,1.25,3.766e-07,0.000e+00,5.912e-08,4.357e-07
_1310_,1.25,3.761e-07,0.000e+00,5.912e-08,4.352e-07
_1451_,1.25,3.666e-07,0.000e+00,6.818e-08,4.347e-07
_1312_,1.25,3.743e-07,0.000e+00,5.912e-08,4.334e-07
_0933_,1.25,3.648e-07,0.000e+00,6.818e-08,4.330e-07
_0930_,1.25,3.648e-07,0.000e+00,6.818e-08,4.330e-07
_1394_,1.25,3.646e-07,0.000e+00,6.818e-08,4.328e-07
_1378_,1.25,3.734e-07,0.000e+00,5.912e-08,4.325e-07
_1418_,1.25,3.719e-07,0.000e+00,5.912e-08,4.311e-07
_1317_,1.25,3.719e-07,0.000e+00,5.912e-08,4.310e-07
_1144_,1.25,3.594e-07,0.000e+00,6.966e-08,4.291e-07
_1496_,1.25,3.694e-07,0.000e+00,5.912e-08,4.285e-07
_1316_,1.25,3.688e-07,0.000e+00,5.912e-08,4.279e-07
_1343_,1.25,3.682e-07,0.000e+00,5.912e-08,4.273e-07
_1339_,1.25,3.682e-07,0.000e+00,5.912e-08,4.273e-07
_1420_,1.25,3.680e-07,0.000e+00,5.912e-08,4.271e-07
_1309_,1.25,3.680e-07,0.000e+00,5.912e-08,4.271e-07
_1177_,1.25,3.468e-07,0.000e+00,8.032e-08,4.271e-07
_1308_,1.25,3.678e-07,0.000e+00,5.912e-08,4.269e-07
_1419_,1.25,3.678e-07,0.000e+00,5.912e-08,4.269e-07
_1311_,1.25,3.678e-07,0.000e+00,5.912e-08,4.269e-07
_1416_,1.25,3.673e-07,0.000e+00,5.912e-08,4.264e-07
_1417_,1.25,3.673e-07,0.000e+00,5.912e-08,4.264e-07
_1344_,1.25,3.663e-07,0.000e+00,5.912e-08,4.254e-07
_1426_,1.25,3.662e-07,0.000e+00,5.912e-08,4.253e-07
_1342_,1.25,3.662e-07,0.000e+00,5.912e-08,4.253e-07
_1338_,1.25,3.662e-07,0.000e+00,5.912e-08,4.253e-07
_1315_,1.25,3.658e-07,0.000e+00,5.912e-08,4.249e-07
_1150_,1.25,3.594e-07,0.000e+00,6.549e-08,4.249e-07
_1340_,1.25,3.657e-07,0.000e+00,5.912e-08,4.248e-07
_1347_,1.25,3.654e-07,0.000e+00,5.912e-08,4.245e-07
_0937_,1.25,3.651e-07,0.000e+00,5.912e-08,4.243e-07
_1427_,1.25,3.650e-07,0.000e+00,5.912e-08,4.241e-07
_1346_,1.25,3.642e-07,0.000e+00,5.912e-08,4.233e-07
_1345_,1.25,3.642e-07,0.000e+00,5.912e-08,4.233e-07
_1304_,1.25,3.642e-07,0.000e+00,5.912e-08,4.233e-07
_1305_,1.25,3.642e-07,0.000e+00,5.912e-08,4.233e-07
_1306_,1.25,3.641e-07,0.000e+00,5.912e-08,4.233e-07
_1239_,1.25,3.673e-07,0.000e+00,5.493e-08,4.222e-07
_1235_,1.25,3.673e-07,0.000e+00,5.492e-08,4.222e-07
_1213_,1.25,3.671e-07,0.000e+00,5.492e-08,4.220e-07
_1205_,1.25,3.670e-07,0.000e+00,5.492e-08,4.219e-07
_1502_,1.25,3.627e-07,0.000e+00,5.912e-08,4.218e-07
_1277_,1.25,3.662e-07,0.000e+00,5.492e-08,4.211e-07
_1268_,1.25,3.648e-07,0.000e+00,5.492e-08,4.198e-07
_1282_,1.25,3.648e-07,0.000e+00,5.492e-08,4.197e-07
_1425_,1.25,3.603e-07,0.000e+00,5.912e-08,4.194e-07
_1227_,1.25,3.643e-07,0.000e+00,5.492e-08,4.193e-07
_0896_,1.25,3.831e-07,0.000e+00,3.155e-08,4.146e-07
_0913_,1.25,3.826e-07,0.000e+00,3.155e-08,4.142e-07
_1142_,1.25,3.409e-07,0.000e+00,6.939e-08,4.103e-07
_0953_,1.25,3.052e-07,0.000e+00,1.044e-07,4.096e-07
_1133_,1.25,2.178e-07,0.000e+00,1.819e-07,3.997e-07
_1138_,1.25,3.172e-07,0.000e+00,6.918e-08,3.864e-07
_1075_,1.25,2.528e-13,0.000e+00,3.666e-07,3.666e-07
_1076_,1.25,6.636e-14,0.000e+00,3.666e-07,3.666e-07
_0860_,1.25,2.844e-07,0.000e+00,8.071e-08,3.651e-07
_1065_,1.25,2.413e-09,0.000e+00,3.598e-07,3.622e-07
_1066_,1.25,1.310e-09,0.000e+00,3.598e-07,3.611e-07
_1090_,1.25,5.347e-11,0.000e+00,3.598e-07,3.599e-07
_1128_,1.25,2.842e-07,0.000e+00,6.911e-08,3.533e-07
_1167_,1.25,2.841e-07,0.000e+00,6.911e-08,3.532e-07
_1158_,1.25,2.828e-07,0.000e+00,6.911e-08,3.519e-07
_1103_,1.25,2.828e-07,0.000e+00,6.911e-08,3.519e-07
_1087_,1.25,2.824e-07,0.000e+00,6.911e-08,3.515e-07
_1119_,1.25,2.821e-07,0.000e+00,6.911e-08,3.512e-07
_1095_,1.25,2.820e-07,0.000e+00,6.911e-08,3.511e-07
_1163_,1.25,2.816e-07,0.000e+00,6.911e-08,3.507e-07
_0816_,1.25,2.783e-07,0.000e+00,7.125e-08,3.496e-07
_0939_,1.25,2.729e-07,0.000e+00,7.125e-08,3.441e-07
_0855_,1.25,2.867e-07,0.000e+00,5.136e-08,3.380e-07
_1143_,1.25,2.811e-07,0.000e+00,5.488e-08,3.360e-07
_1064_,1.25,4.450e-09,0.000e+00,3.257e-07,3.302e-07
_0934_,1.25,2.779e-07,0.000e+00,5.162e-08,3.295e-07
_0863_,1.25,2.463e-07,0.000e+00,6.988e-08,3.162e-07
_1187_,1.25,1.580e-08,0.000e+00,3.001e-07,3.159e-07
_1062_,1.25,1.566e-08,0.000e+00,3.001e-07,3.158e-07
_0891_,1.25,2.804e-07,0.000e+00,3.520e-08,3.156e-07
_0788_,1.25,2.333e-07,0.000e+00,8.137e-08,3.146e-07
_1141_,1.25,2.608e-07,0.000e+00,5.311e-08,3.139e-07
_1170_,1.25,2.744e-07,0.000e+00,3.519e-08,3.096e-07
_0920_,1.25,2.221e-07,0.000e+00,7.979e-08,3.019e-07
_0848_,1.25,2.316e-07,0.000e+00,6.988e-08,3.014e-07
_1089_,1.25,1.018e-10,0.000e+00,3.001e-07,3.002e-07
_1074_,1.25,5.566e-13,0.000e+00,3.001e-07,3.001e-07
_1198_,1.25,5.556e-13,0.000e+00,3.001e-07,3.001e-07
_0818_,1.25,2.295e-07,0.000e+00,6.988e-08,2.994e-07
_1137_,1.25,2.411e-07,0.000e+00,5.178e-08,2.929e-07
_1071_,1.25,7.997e-12,0.000e+00,2.921e-07,2.921e-07
_1401_,1.25,2.314e-07,0.000e+00,5.301e-08,2.844e-07
_1214_,1.25,2.303e-07,0.000e+00,5.301e-08,2.833e-07
_0956_,1.25,1.824e-07,0.000e+00,9.808e-08,2.804e-07
_0867_,1.25,2.082e-07,0.000e+00,6.110e-08,2.694e-07
_1184_,1.25,8.905e-08,0.000e+00,1.799e-07,2.690e-07
_0795_,1.25,1.930e-07,0.000e+00,7.278e-08,2.658e-07
_0928_,1.25,1.915e-07,0.000e+00,7.278e-08,2.643e-07
_1019_,1.25,2.055e-07,0.000e+00,5.486e-08,2.604e-07
_1088_,1.25,1.874e-07,0.000e+00,7.278e-08,2.602e-07
_1189_,1.25,1.855e-07,0.000e+00,7.278e-08,2.583e-07
_1301_,1.25,2.019e-07,0.000e+00,5.611e-08,2.580e-07
_1296_,1.25,2.070e-07,0.000e+00,4.929e-08,2.563e-07
_0829_,1.25,1.833e-07,0.000e+00,7.278e-08,2.561e-07
_0935_,1.25,1.823e-07,0.000e+00,7.278e-08,2.551e-07
_1479_,1.25,1.949e-07,0.000e+00,5.301e-08,2.479e-07
_1458_,1.25,1.898e-07,0.000e+00,5.301e-08,2.428e-07
_1298_,1.25,1.911e-07,0.000e+00,5.105e-08,2.422e-07
_0859_,1.25,1.891e-07,0.000e+00,4.787e-08,2.370e-07
_0872_,1.25,1.818e-07,0.000e+00,5.301e-08,2.348e-07
_1375_,1.25,1.803e-07,0.000e+00,5.301e-08,2.334e-07
_0965_,1.25,1.526e-07,0.000e+00,7.496e-08,2.275e-07
_1437_,1.25,1.722e-07,0.000e+00,5.301e-08,2.252e-07
_1024_,1.25,1.501e-07,0.000e+00,7.496e-08,2.250e-07
